premiere_season,category,trait_name,trait_key,premiere_body_types,all_seasons_present,body_types_by_season,premiere_asset_count,representative_asset_path,all_premiere_asset_paths,source_paths,collapsed_variant_names
Season 1,Background,Pale Blue,Background::pale blue,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pale Blue.png,Canonical Trait Media/Season 1/Female/Background/Pale Blue.png | Canonical Trait Media/Season 1/Male/Background/Pale Blue.png | Canonical Trait Media/Season 1/Shared/Background/Pale Blue.png | Canonical Trait Media/Season 1/Skeleton/Background/Pale Blue.png,ALL/1 FEMALE/S1 ALL/Background/Pale Blue.png | ALL/1 MALE/S1 ALL/Background/Pale Blue.png | ALL/SKELETON/Background/Pale Blue.png | FINAL EXPORT/0 - Backgrounds/Pale/Pale Blue.png,
Season 1,Background,Pale Pale,Background::pale pale,Skeleton|Shared,Season 1,Season 1: Skeleton|Shared,2,Canonical Trait Media/Season 1/Shared/Background/Pale Pale.png,Canonical Trait Media/Season 1/Shared/Background/Pale Pale.png | Canonical Trait Media/Season 1/Skeleton/Background/Pale Pale.png,ALL/SKELETON/Background/Pale Pale.png | FINAL EXPORT/0 - Backgrounds/Pale/Pale Pale.png,
Season 1,Background,Pale Pink,Background::pale pink,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pale Pink.png,Canonical Trait Media/Season 1/Female/Background/Pale Pink.png | Canonical Trait Media/Season 1/Male/Background/Pale Pink.png | Canonical Trait Media/Season 1/Shared/Background/Pale Pink.png | Canonical Trait Media/Season 1/Skeleton/Background/Pale Pink.png,ALL/1 FEMALE/S1 ALL/Background/Pale Pink.png | ALL/1 MALE/S1 ALL/Background/Pale Pink.png | ALL/SKELETON/Background/Pale Pink.png | FINAL EXPORT/0 - Backgrounds/Pale/Pale Pink.png,
Season 1,Background,Pale Purple,Background::pale purple,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pale Purple.png,Canonical Trait Media/Season 1/Female/Background/Pale Purple.png | Canonical Trait Media/Season 1/Male/Background/Pale Purple.png | Canonical Trait Media/Season 1/Shared/Background/Pale Purple.png | Canonical Trait Media/Season 1/Skeleton/Background/Pale Purple.png,ALL/1 FEMALE/S1 ALL/Background/Pale Purple.png | ALL/1 MALE/S1 ALL/Background/Pale Purple.png | ALL/SKELETON/Background/Pale Purple.png | FINAL EXPORT/0 - Backgrounds/Pale/Pale Purple.png,
Season 1,Background,Pale Sky,Background::pale sky,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Background/Pale Sky.png,Canonical Trait Media/Season 1/Shared/Background/Pale Sky.png,FINAL EXPORT/0 - Backgrounds/Pale/Pale Sky.png,
Season 1,Background,Pale Tan,Background::pale tan,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pale Tan.png,Canonical Trait Media/Season 1/Female/Background/Pale Tan.png | Canonical Trait Media/Season 1/Male/Background/Pale Tan.png | Canonical Trait Media/Season 1/Shared/Background/Pale Tan.png | Canonical Trait Media/Season 1/Skeleton/Background/Pale Tan.png,ALL/1 FEMALE/S1 ALL/Background/Pale Tan.png | ALL/1 MALE/S1 ALL/Background/Pale Tan.png | ALL/SKELETON/Background/Pale Tan.png | FINAL EXPORT/0 - Backgrounds/Pale/Pale Tan.png,
Season 1,Background,Pastel Aqua,Background::pastel aqua,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pastel Aqua.png,Canonical Trait Media/Season 1/Female/Background/Pastel Aqua.png | Canonical Trait Media/Season 1/Male/Background/Pastel Aqua.png | Canonical Trait Media/Season 1/Shared/Background/Pastel Aqua.png | Canonical Trait Media/Season 1/Skeleton/Background/Pastel Aqua.png,ALL/1 FEMALE/S1 ALL/Background/Pastel Aqua.png | ALL/1 MALE/S1 ALL/Background/Pastel Aqua.png | ALL/SKELETON/Background/Pastel Aqua.png | FINAL EXPORT/0 - Backgrounds/Pastel Aqua.png,
Season 1,Background,Pastel Green,Background::pastel green,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pastel Green.png,Canonical Trait Media/Season 1/Female/Background/Pastel Green.png | Canonical Trait Media/Season 1/Male/Background/Pastel Green.png | Canonical Trait Media/Season 1/Shared/Background/Pastel Green.png | Canonical Trait Media/Season 1/Skeleton/Background/Pastel Green.png,ALL/1 FEMALE/S1 ALL/Background/Pastel Green.png | ALL/1 MALE/S1 ALL/Background/Pastel Green.png | ALL/SKELETON/Background/Pastel Green.png | FINAL EXPORT/0 - Backgrounds/Pastel Green.png,
Season 1,Background,Pastel Orange,Background::pastel orange,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pastel Orange.png,Canonical Trait Media/Season 1/Female/Background/Pastel Orange.png | Canonical Trait Media/Season 1/Male/Background/Pastel Orange.png | Canonical Trait Media/Season 1/Shared/Background/Pastel Orange.png | Canonical Trait Media/Season 1/Skeleton/Background/Pastel Orange.png,ALL/1 FEMALE/S1 ALL/Background/Pastel Orange.png | ALL/1 MALE/S1 ALL/Background/Pastel Orange.png | ALL/SKELETON/Background/Pastel Orange.png | FINAL EXPORT/0 - Backgrounds/Pastel Orange.png,
Season 1,Background,Pastel Pink,Background::pastel pink,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Pastel Pink.png,Canonical Trait Media/Season 1/Female/Background/Pastel Pink.png | Canonical Trait Media/Season 1/Male/Background/Pastel Pink.png | Canonical Trait Media/Season 1/Shared/Background/Pastel Pink.png | Canonical Trait Media/Season 1/Skeleton/Background/Pastel Pink.png,ALL/1 FEMALE/S1 ALL/Background/Pastel Pink.png | ALL/1 MALE/S1 ALL/Background/Pastel Pink.png | ALL/SKELETON/Background/Pastel Pink.png | FINAL EXPORT/0 - Backgrounds/Pastel Pink.png,
Season 1,Background,Pastel Purple,Background::pastel purple,Female|Skeleton|Shared,Season 1|Season 3,Season 1: Female|Skeleton|Shared ; Season 3: Female,3,Canonical Trait Media/Season 1/Female/Background/Pastel Purple.png,Canonical Trait Media/Season 1/Female/Background/Pastel Purple.png | Canonical Trait Media/Season 1/Shared/Background/Pastel Purple.png | Canonical Trait Media/Season 1/Skeleton/Background/Pastel Purple.png,ALL/1 FEMALE/S1 ALL/Background/Pastel Purple.png | ALL/SKELETON/Background/Pastel Purple.png | FINAL EXPORT/0 - Backgrounds/Pastel Purple.png,
Season 1,Background,Rainbow,Background::rainbow,Female|Male|Skeleton|Shared,Season 1|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Rainbow.png,Canonical Trait Media/Season 1/Female/Background/Rainbow.png | Canonical Trait Media/Season 1/Male/Background/Rainbow.png | Canonical Trait Media/Season 1/Shared/Background/Rainbow.png | Canonical Trait Media/Season 1/Skeleton/Background/Rainbow.png,ALL/1 FEMALE/S1 ALL/Background/Rainbow.png | ALL/1 MALE/S1 ALL/Background/Rainbow.png | ALL/SKELETON/Background/Rainbow.png | FINAL EXPORT/0 - Backgrounds/Rainbow.png,
Season 1,Background,Shattered Dreams,Background::shattered dreams,Female|Male|Skeleton|Shared,Season 1|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Shattered Dreams.png,Canonical Trait Media/Season 1/Female/Background/Shattered Dreams.png | Canonical Trait Media/Season 1/Male/Background/Shattered Dreams.png | Canonical Trait Media/Season 1/Shared/Background/Shattered Dreams.png | Canonical Trait Media/Season 1/Skeleton/Background/Shattered Dreams.png,ALL/1 FEMALE/S1 ALL/Background/Shattered Dreams.png | ALL/1 MALE/S1 ALL/Background/Shattered Dreams.png | ALL/SKELETON/Background/Shattered Dreams.png | FINAL EXPORT/0 - Backgrounds/Shattered Dreams.png,
Season 1,Background,Sound,Background::sound,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Background/Sound.png,Canonical Trait Media/Season 1/Female/Background/Sound.png | Canonical Trait Media/Season 1/Male/Background/Sound.png | Canonical Trait Media/Season 1/Skeleton/Background/Sound.png,ALL/1 FEMALE/S1 ALL/Background/Sound.png | ALL/1 MALE/S1 ALL/Background/Sound.png | ALL/SKELETON/Background/Sound.png,
Season 1,Background,Space Sunset,Background::space sunset,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male|Shared,4,Canonical Trait Media/Season 1/Female/Background/Space Sunset.png,Canonical Trait Media/Season 1/Female/Background/Space Sunset.png | Canonical Trait Media/Season 1/Male/Background/Space Sunset.png | Canonical Trait Media/Season 1/Shared/Background/Space Sunset.png | Canonical Trait Media/Season 1/Skeleton/Background/Space Sunset.png,ALL/1 FEMALE/S1 ALL/Background/Space Sunset.png | ALL/1 MALE/S1 ALL/Background/Space Sunset.png | ALL/SKELETON/Background/Space Sunset.png | FINAL EXPORT/0 - Backgrounds/Space Sunset.png,
Season 1,Background,Vignette Aqua,Background::vignette aqua,Female|Male|Skeleton|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton|Shared ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,4,Canonical Trait Media/Season 1/Female/Background/Vignette Aqua.png,Canonical Trait Media/Season 1/Female/Background/Vignette Aqua.png | Canonical Trait Media/Season 1/Male/Background/Vignette Aqua.png | Canonical Trait Media/Season 1/Shared/Background/Vignette Aqua.png | Canonical Trait Media/Season 1/Skeleton/Background/Vignette Aqua.png,ALL/1 FEMALE/S1 ALL/Background/Vignette Aqua.png | ALL/1 MALE/S1 ALL/Background/Vignette Aqua.png | ALL/SKELETON/Background/Vignette Aqua.png | FINAL EXPORT/0 - Backgrounds/Vignette Aqua.png,
Season 1,Body,Curved Dark,Body::curved dark,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Dark.png,Canonical Trait Media/Season 1/Female/Body/Curved Dark.png,ALL/1 FEMALE/S1 ALL/Body/Curved Dark.png,
Season 1,Body,Curved Gold,Body::curved gold,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,2,Canonical Trait Media/Season 1/Female/Body/Curved Gold.png,Canonical Trait Media/Season 1/Female/Body/Curved Gold.png | Canonical Trait Media/Season 1/Female/Body/Curved Gold__2.png,ALL/1 FEMALE/S1 ALL/Body/Curved Gold.png | FINAL EXPORT/1 - Bodies/Female/Curved Gold.png,
Season 1,Body,Curved Green,Body::curved green,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Green.png,Canonical Trait Media/Season 1/Female/Body/Curved Green.png,FINAL EXPORT/1 - Bodies/Female/Curved Green.png,
Season 1,Body,Curved Grey,Body::curved grey,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Grey.png,Canonical Trait Media/Season 1/Female/Body/Curved Grey.png,FINAL EXPORT/1 - Bodies/Female/Curved Grey.png,
Season 1,Body,Curved Irridescent,Body::curved irridescent,Female,Season 1|Season 3,Season 1: Female ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Irridescent.png,Canonical Trait Media/Season 1/Female/Body/Curved Irridescent.png,ALL/1 FEMALE/S1 ALL/Body/Curved Irridescent.png,
Season 1,Body,Curved Light,Body::curved light,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Light.png,Canonical Trait Media/Season 1/Female/Body/Curved Light.png,ALL/1 FEMALE/S1 ALL/Body/Curved Light.png,
Season 1,Body,Curved Medium,Body::curved medium,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Body/Curved Medium.png,Canonical Trait Media/Season 1/Female/Body/Curved Medium.png,ALL/1 FEMALE/S1 ALL/Body/Curved Medium.png,
Season 1,Body,Gold Skeleton,Body::gold skeleton,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Body/Gold Skeleton.png,Canonical Trait Media/Season 1/Skeleton/Body/Gold Skeleton.png,ALL/SKELETON/Body/Gold Skeleton.png,
Season 1,Body,Iridescent Skeleton,Body::iridescent skeleton,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Body/Iridescent Skeleton.png,Canonical Trait Media/Season 1/Skeleton/Body/Iridescent Skeleton.png,ALL/SKELETON/Body/Iridescent Skeleton.png,
Season 1,Body,Metal Skeleton,Body::metal skeleton,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Body/Metal Skeleton.png,Canonical Trait Media/Season 1/Skeleton/Body/Metal Skeleton.png,ALL/SKELETON/Body/Metal Skeleton.png,
Season 1,Body,Straight Dark,Body::straight dark,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male|Shared,1,Canonical Trait Media/Season 1/Male/Body/Straight Dark.png,Canonical Trait Media/Season 1/Male/Body/Straight Dark.png,ALL/1 MALE/S1 ALL/Body/Straight Dark.png,
Season 1,Body,Straight Gold,Body::straight gold,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Body/Straight Gold.png,Canonical Trait Media/Season 1/Male/Body/Straight Gold.png | Canonical Trait Media/Season 1/Male/Body/Straight Gold__2.png,ALL/1 MALE/S1 ALL/Body/Straight Gold.png | FINAL EXPORT/1 - Bodies/Male/Straight Gold.png,
Season 1,Body,Straight Green,Body::straight green,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male|Shared,1,Canonical Trait Media/Season 1/Male/Body/Straight Green.png,Canonical Trait Media/Season 1/Male/Body/Straight Green.png,FINAL EXPORT/1 - Bodies/Male/Straight Green.png,
Season 1,Body,Straight Grey,Body::straight grey,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male|Shared,1,Canonical Trait Media/Season 1/Male/Body/Straight Grey.png,Canonical Trait Media/Season 1/Male/Body/Straight Grey.png,FINAL EXPORT/1 - Bodies/Male/Straight Grey.png,
Season 1,Body,Straight Irridescent,Body::straight irridescent,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Body/Straight Irridescent.png,Canonical Trait Media/Season 1/Male/Body/Straight Irridescent.png,ALL/1 MALE/S1 ALL/Body/Straight Irridescent.png,
Season 1,Body,Straight Light,Body::straight light,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male|Shared,1,Canonical Trait Media/Season 1/Male/Body/Straight Light.png,Canonical Trait Media/Season 1/Male/Body/Straight Light.png,ALL/1 MALE/S1 ALL/Body/Straight Light.png,
Season 1,Body,Straight Medium,Body::straight medium,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male|Shared,1,Canonical Trait Media/Season 1/Male/Body/Straight Medium.png,Canonical Trait Media/Season 1/Male/Body/Straight Medium.png,ALL/1 MALE/S1 ALL/Body/Straight Medium.png,
Season 1,Body,Terminator,Body::terminator,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Body/Terminator.png,Canonical Trait Media/Season 1/Skeleton/Body/Terminator.png,FINAL EXPORT/1 - Bodies/Skeleton/Terminator.png,
Season 1,Body,White Skeleton,Body::white skeleton,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Body/White Skeleton.png,Canonical Trait Media/Season 1/Skeleton/Body/White Skeleton.png,ALL/SKELETON/Body/White Skeleton.png,
Season 1,Clothing,AniMang,Clothing::animang,Male|Skeleton,Season 1,Season 1: Male|Skeleton,2,Canonical Trait Media/Season 1/Male/Clothing/AniMang.png,Canonical Trait Media/Season 1/Male/Clothing/AniMang.png | Canonical Trait Media/Season 1/Skeleton/Clothing/AniMang.png,ALL/1 MALE/S1 ALL/Clothing/AniMang.png | ALL/SKELETON/Clothing/AniMang.png,
Season 1,Clothing,Ape,Clothing::ape,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Ape.png,Canonical Trait Media/Season 1/Male/Clothing/Ape.png,FINAL EXPORT/2 - Clothing/Male/Ape.png,
Season 1,Clothing,August Tech Vest,Clothing::august tech vest,Male|Skeleton,Season 1,Season 1: Male|Skeleton,2,Canonical Trait Media/Season 1/Male/Clothing/August Tech Vest.png,Canonical Trait Media/Season 1/Male/Clothing/August Tech Vest.png | Canonical Trait Media/Season 1/Skeleton/Clothing/August Tech Vest.png,ALL/1 MALE/S1 ALL/Clothing/August Tech Vest.png | ALL/SKELETON/Clothing/August Tech Vest.png,
Season 1,Clothing,Badass Leather,Clothing::badass leather,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Ape|Shared,1,Canonical Trait Media/Season 1/Male/Clothing/Badass Leather.png,Canonical Trait Media/Season 1/Male/Clothing/Badass Leather.png,ALL/1 MALE/S1 ALL/Clothing/Badass Leather.png,
Season 1,Clothing,Belford Suit,Clothing::belford suit,Male,Season 1|Season 2,Season 1: Male ; Season 2: Male|Shared,1,Canonical Trait Media/Season 1/Male/Clothing/Belford Suit.png,Canonical Trait Media/Season 1/Male/Clothing/Belford Suit.png,ALL/1 MALE/S1 ALL/Clothing/Belford Suit.png,
Season 1,Clothing,Blazer Pale Blue,Clothing::blazer pale blue,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Blue.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Blue.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pale Blue.png,
Season 1,Clothing,Blazer Pale Carnation,Clothing::blazer pale carnation,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Carnation.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Carnation.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pale Carnation.png,
Season 1,Clothing,Blazer Pale Coral,Clothing::blazer pale coral,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Coral.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Coral.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pale Coral.png,
Season 1,Clothing,Blazer Pale Green,Clothing::blazer pale green,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Green.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Green.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pale Green.png,
Season 1,Clothing,Blazer Pale Purple,Clothing::blazer pale purple,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Purple.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pale Purple.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pale Purple.png,
Season 1,Clothing,Blazer Pink,Clothing::blazer pink,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pink.png,Canonical Trait Media/Season 1/Female/Clothing/Blazer Pink.png,ALL/1 FEMALE/S1 ALL/Clothing/Blazer Pink.png,
Season 1,Clothing,Broke Boy Suit,Clothing::broke boy suit,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Broke Boy Suit.png,Canonical Trait Media/Season 1/Male/Clothing/Broke Boy Suit.png,ALL/1 MALE/S1 ALL/Clothing/Broke Boy Suit.png,
Season 1,Clothing,Brooklyn Zoo Jersey,Clothing::brooklyn zoo jersey,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Brooklyn Zoo Jersey.png,Canonical Trait Media/Season 1/Male/Clothing/Brooklyn Zoo Jersey.png,ALL/1 MALE/S1 ALL/Clothing/Brooklyn Zoo Jersey.png,
Season 1,Clothing,Chitown Jersey,Clothing::chitown jersey,Male,Season 1,Season 1: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Chitown Jersey.png,Canonical Trait Media/Season 1/Male/Clothing/Chitown Jersey.png,ALL/1 MALE/S1 ALL/Clothing/Chitown Jersey.png,
Season 1,Clothing,City of Angels,Clothing::city of angels,Male|Skeleton,Season 1|Season 3,Season 1: Male|Skeleton ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Clothing/City of Angels.png,Canonical Trait Media/Season 1/Male/Clothing/City of Angels.png | Canonical Trait Media/Season 1/Skeleton/Clothing/City of Angels.png,ALL/1 MALE/S1 ALL/Clothing/City of Angels.png | ALL/SKELETON/Clothing/City of Angels.png,
Season 1,Clothing,City of Angels Jersey,Clothing::city of angels jersey,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Ape ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/City of Angels Jersey.png,Canonical Trait Media/Season 1/Male/Clothing/City of Angels Jersey.png,ALL/1 MALE/S1 ALL/Clothing/City of Angels Jersey.png,
Season 1,Clothing,Corleone Suit,Clothing::corleone suit,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Ape|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Corleone Suit.png,Canonical Trait Media/Season 1/Male/Clothing/Corleone Suit.png,ALL/1 MALE/S1 ALL/Clothing/Corleone Suit.png,
Season 1,Clothing,Cow Town,Clothing::cow town,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Clothing/Cow Town.png,Canonical Trait Media/Season 1/Male/Clothing/Cow Town.png,ALL/1 MALE/S1 ALL/Clothing/Cow Town.png,
Season 1,Clothing,Crop Hoodie Blue,Clothing::crop hoodie blue,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Blue.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Blue.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Blue.png,
Season 1,Clothing,Crop Hoodie Camo Green,Clothing::crop hoodie camo green,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Camo Green.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Camo Green.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Camo Green.png,
Season 1,Clothing,Crop Hoodie Cheetah,Clothing::crop hoodie cheetah,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Cheetah.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Cheetah.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Cheetah.png,
Season 1,Clothing,Crop Hoodie Grey,Clothing::crop hoodie grey,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Grey.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Grey.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Grey.png,
Season 1,Clothing,Crop Hoodie Pale Blue,Clothing::crop hoodie pale blue,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Blue.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Blue.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Pale Blue.png,
Season 1,Clothing,Crop Hoodie Pale Carnation,Clothing::crop hoodie pale carnation,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Carnation.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Carnation.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Pale Carnation.png,
Season 1,Clothing,Crop Hoodie Pale Coral,Clothing::crop hoodie pale coral,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Coral.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Coral.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Pale Coral.png,
Season 1,Clothing,Crop Hoodie Pale Green,Clothing::crop hoodie pale green,Female,Season 1|Season 2,Season 1: Female ; Season 2: Female|Shared,1,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Green.png,Canonical Trait Media/Season 1/Female/Clothing/Crop Hoodie Pale Green.png,ALL/1 FEMALE/S1 ALL/Clothing/Crop Hoodie Pale Green.png,
